,0
1154,BraTS2021_01246
1155,BraTS2021_01584
1156,BraTS2021_00283
1157,BraTS2021_01635
1158,BraTS2021_01234
1159,BraTS2021_01249
1160,BraTS2021_01426
1161,BraTS2021_01601
1162,BraTS2021_00400
1163,BraTS2021_01394
1164,BraTS2021_00235
1165,BraTS2021_00216
1166,BraTS2021_01055
1167,BraTS2021_00139
1168,BraTS2021_00767
1169,BraTS2021_00242
1170,BraTS2021_01162
1171,BraTS2021_01078
1172,BraTS2021_01198
1173,BraTS2021_00109
1174,BraTS2021_00639
1175,BraTS2021_01276
1176,BraTS2021_00136
1177,BraTS2021_01476
1178,BraTS2021_01126
1179,BraTS2021_01366
1180,BraTS2021_01539
1181,BraTS2021_00387
1182,BraTS2021_01168
1183,BraTS2021_00284
1184,BraTS2021_01352
1185,BraTS2021_00301
1186,BraTS2021_00036
1187,BraTS2021_00691
1188,BraTS2021_00764
1189,BraTS2021_00759
1190,BraTS2021_01317
1191,BraTS2021_01530
1192,BraTS2021_01196
1193,BraTS2021_01469
1194,BraTS2021_01101
1195,BraTS2021_01468
1196,BraTS2021_01577
1197,BraTS2021_00801
1198,BraTS2021_01161
1199,BraTS2021_01207
1200,BraTS2021_01621
1201,BraTS2021_01496
1202,BraTS2021_01421
1203,BraTS2021_01154
1204,BraTS2021_00641
1205,BraTS2021_00102
1206,BraTS2021_00327
1207,BraTS2021_01659
1208,BraTS2021_01124
1209,BraTS2021_00162
1210,BraTS2021_01273
1211,BraTS2021_01127
1212,BraTS2021_00081
1213,BraTS2021_01268
1214,BraTS2021_00240
1215,BraTS2021_00096
1216,BraTS2021_00259
1217,BraTS2021_00430
1218,BraTS2021_00579
1219,BraTS2021_01506
1220,BraTS2021_00192
1221,BraTS2021_01630
1222,BraTS2021_01331
1223,BraTS2021_00431
1224,BraTS2021_00567
1225,BraTS2021_00018
1226,BraTS2021_01000
1227,BraTS2021_00123
1228,BraTS2021_01022
1229,BraTS2021_01199
1230,BraTS2021_00144
1231,BraTS2021_00024
1232,BraTS2021_00339
1233,BraTS2021_01481
1234,BraTS2021_00187
1235,BraTS2021_00320
1236,BraTS2021_00111
1237,BraTS2021_01520
1238,BraTS2021_00772
1239,BraTS2021_01236
1240,BraTS2021_01093
1241,BraTS2021_01480
1242,BraTS2021_01010
1243,BraTS2021_01532
1244,BraTS2021_00016
1245,BraTS2021_01618
1246,BraTS2021_01169
1247,BraTS2021_00436
1248,BraTS2021_00454
1249,BraTS2021_00807
1250,BraTS2021_00392
1251,BraTS2021_00360
